usage_date,item_code,raw_material_name,consumed_quantity,unit,activity_type,finished_product_name
2026-07-13,RM-016,"Vanilla Extract",3.18,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-13,RM-017,"All-Purpose Wheat Flour",63.77,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-13,RM-018,"Cornstarch",20.49,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-13,RM-019,"Glutinous Rice (Malagkit for Pinipig)",51.14,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-13,RM-020,"Hard Wheat Bread Flour",85.31,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-13,RM-021,"Purified Water",119.1,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-13,RM-022,"Cleaned Chicken Crop (Butse)",31.75,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-13,RM-023,"Pork Skin with Back Fat",64.83,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-13,RM-024,"Raw Shelled Peanuts",54.12,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-13,RM-025,"Toasted Sesame Seeds",6.85,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-13,RM-026,"Palm Cooking Oil",76.18,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-13,RM-027,"Pure Pork Lard",38.8,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-13,RM-028,"Refined Peanut Oil",15.44,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-13,RM-029,"Fresh Carrots",19.04,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-13,RM-030,"Fresh Cassava Tubers",47.18,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-13,RM-031,"Fresh Garlic",13.62,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-13,RM-032,"Fresh Ginger",9.75,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-13,RM-033,"Fresh Grated Coconut Meat",37.16,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-13,RM-034,"Fresh Mature Coconut Meat",34.3,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-13,RM-035,"Fresh Purple Yam Tubers",20.53,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-13,RM-036,"Fresh Sweet Potato",26.39,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-13,RM-037,"Green Raw Papaya",22.6,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-13,RM-038,"Pandan Leaves",3.38,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-13,RM-039,"Red Bell Peppers",7.84,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-13,RM-040,"Red Chili Peppers (Siling Labuyo)",6.19,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-13,RM-041,"Red Onions",20.31,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-13,RM-042,"Unripe Green Saba Bananas",74.86,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-13,RM-043,"Fresh Acetes Shrimp (Alamang)",26.38,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-13,RM-044,"Fresh Bangus (Milkfish) Skin",28.5,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-13,RM-045,"Fresh Chiton Mollusk (Kibit)",55.47,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-13,RM-046,"Fresh Kabasi Fish",23.06,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-13,RM-047,"Fresh Sapsap Fish",22.75,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-13,RM-048,"Cheese Seasoning Powder",9.58,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-13,RM-049,"Coarse Rock Salt",24,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-13,RM-050,"Iodized Salt",12.9,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-13,RM-051,"Dried Bay Leaves (Laurel)",2.62,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-13,RM-052,"Dried Red Chili Flakes",6.04,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-13,RM-053,"Garlic Powder",7.43,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-13,RM-054,"Ground Black Pepper",5.04,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-13,RM-055,"White Pepper Powder",5.47,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-13,RM-056,"Whole Black Peppercorns",7.98,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-13,RM-057,"Muscovado Brown Sugar",33.77,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-13,RM-058,"Panutsa Cane Sugar",25.99,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-13,RM-059,"Refined White Sugar",84.46,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-14,RM-001,"Food Grade Sunset Yellow / Orange Dye",11.03,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-14,RM-002,"Baking Powder",11.39,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-14,RM-003,"Cream of Tartar",4.18,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-14,RM-004,"Instant Dry Yeast",16.3,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-14,RM-005,"Cane Vinegar",16.91,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-14,RM-006,"Soy Sauce",22.64,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-14,RM-007,"Condensed Milk",31.93,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-14,RM-008,"Evaporated Milk",27.27,L,"Commercial Food Processing","Ube Halaya Processing"
2026-07-14,RM-009,"Powdered Milk",18.99,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-14,RM-010,"Fresh Whole Egg Whites",20.86,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-14,RM-011,"Fresh Whole Eggs",50.58,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-14,RM-012,"All-Vegetable Shortening",28.63,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-14,RM-013,"Baking Shortening",26.81,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-14,RM-014,"Salted Creamery Butter",35.66,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-14,RM-015,"Seedless Raisins",8.97,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-14,RM-016,"Vanilla Extract",2.65,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-14,RM-017,"All-Purpose Wheat Flour",58.35,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-14,RM-018,"Cornstarch",20.1,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-14,RM-019,"Glutinous Rice (Malagkit for Pinipig)",43.67,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-14,RM-020,"Hard Wheat Bread Flour",68.81,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-14,RM-021,"Purified Water",118.19,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-14,RM-022,"Cleaned Chicken Crop (Butse)",28.04,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-14,RM-023,"Pork Skin with Back Fat",52.41,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-14,RM-024,"Raw Shelled Peanuts",39.62,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-14,RM-025,"Toasted Sesame Seeds",6.35,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-14,RM-026,"Palm Cooking Oil",64.03,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-14,RM-027,"Pure Pork Lard",29.78,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-14,RM-028,"Refined Peanut Oil",13.07,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-14,RM-029,"Fresh Carrots",16.84,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-14,RM-030,"Fresh Cassava Tubers",37.33,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-14,RM-031,"Fresh Garlic",10.54,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-14,RM-032,"Fresh Ginger",9.04,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-14,RM-033,"Fresh Grated Coconut Meat",33.5,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-14,RM-034,"Fresh Mature Coconut Meat",24.31,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-14,RM-035,"Fresh Purple Yam Tubers",16.24,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-14,RM-036,"Fresh Sweet Potato",22.69,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-14,RM-037,"Green Raw Papaya",20.11,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-14,RM-038,"Pandan Leaves",2.51,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-14,RM-039,"Red Bell Peppers",6.34,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-14,RM-040,"Red Chili Peppers (Siling Labuyo)",6.02,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-14,RM-041,"Red Onions",17.83,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-14,RM-042,"Unripe Green Saba Bananas",62.9,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-14,RM-043,"Fresh Acetes Shrimp (Alamang)",25.15,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-14,RM-044,"Fresh Bangus (Milkfish) Skin",25.04,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-14,RM-045,"Fresh Chiton Mollusk (Kibit)",44.98,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-14,RM-046,"Fresh Kabasi Fish",18.1,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-14,RM-047,"Fresh Sapsap Fish",19.77,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-14,RM-048,"Cheese Seasoning Powder",8.65,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-14,RM-049,"Coarse Rock Salt",19.63,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-14,RM-050,"Iodized Salt",12.18,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-14,RM-051,"Dried Bay Leaves (Laurel)",2.34,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-14,RM-052,"Dried Red Chili Flakes",4.83,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-14,RM-053,"Garlic Powder",6.24,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-14,RM-054,"Ground Black Pepper",4.54,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-14,RM-055,"White Pepper Powder",4.5,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-14,RM-056,"Whole Black Peppercorns",7.16,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-14,RM-057,"Muscovado Brown Sugar",25.32,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-14,RM-058,"Panutsa Cane Sugar",25.4,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-14,RM-059,"Refined White Sugar",71.94,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-15,RM-001,"Food Grade Sunset Yellow / Orange Dye",9.61,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-15,RM-002,"Baking Powder",10.71,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-15,RM-003,"Cream of Tartar",4.38,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-15,RM-004,"Instant Dry Yeast",16.91,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-15,RM-005,"Cane Vinegar",17.47,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-15,RM-006,"Soy Sauce",22.4,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-15,RM-007,"Condensed Milk",31.28,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-15,RM-008,"Evaporated Milk",29.25,L,"Commercial Food Processing","Ube Halaya Processing"
2026-07-15,RM-009,"Powdered Milk",20.38,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-15,RM-010,"Fresh Whole Egg Whites",22.26,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-15,RM-011,"Fresh Whole Eggs",50.31,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-15,RM-012,"All-Vegetable Shortening",25.43,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-15,RM-013,"Baking Shortening",25.84,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-15,RM-014,"Salted Creamery Butter",35.71,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-15,RM-015,"Seedless Raisins",8.67,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-15,RM-016,"Vanilla Extract",2.62,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-15,RM-017,"All-Purpose Wheat Flour",62.15,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-15,RM-018,"Cornstarch",19.88,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-15,RM-019,"Glutinous Rice (Malagkit for Pinipig)",38.47,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-15,RM-020,"Hard Wheat Bread Flour",65.39,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-15,RM-021,"Purified Water",124.87,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-15,RM-022,"Cleaned Chicken Crop (Butse)",24.83,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-15,RM-023,"Pork Skin with Back Fat",48.88,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-15,RM-024,"Raw Shelled Peanuts",40.62,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-15,RM-025,"Toasted Sesame Seeds",7.2,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-15,RM-026,"Palm Cooking Oil",66.79,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-15,RM-027,"Pure Pork Lard",27.61,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-15,RM-028,"Refined Peanut Oil",15.04,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-15,RM-029,"Fresh Carrots",16.02,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-15,RM-030,"Fresh Cassava Tubers",37.22,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-15,RM-031,"Fresh Garlic",10.11,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-15,RM-032,"Fresh Ginger",9.47,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-15,RM-033,"Fresh Grated Coconut Meat",37.71,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-15,RM-034,"Fresh Mature Coconut Meat",24.77,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-15,RM-035,"Fresh Purple Yam Tubers",15.9,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-15,RM-036,"Fresh Sweet Potato",27.37,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-15,RM-037,"Green Raw Papaya",18.17,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-15,RM-038,"Pandan Leaves",2.29,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-15,RM-039,"Red Bell Peppers",6.24,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-15,RM-040,"Red Chili Peppers (Siling Labuyo)",5.97,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-15,RM-041,"Red Onions",16.79,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-15,RM-042,"Unripe Green Saba Bananas",53.78,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-15,RM-043,"Fresh Acetes Shrimp (Alamang)",27.92,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-15,RM-044,"Fresh Bangus (Milkfish) Skin",28.75,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-15,RM-045,"Fresh Chiton Mollusk (Kibit)",40.12,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-15,RM-046,"Fresh Kabasi Fish",17.58,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-15,RM-047,"Fresh Sapsap Fish",23.99,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-15,RM-048,"Cheese Seasoning Powder",8.31,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-15,RM-049,"Coarse Rock Salt",17.21,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-15,RM-050,"Iodized Salt",12.95,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-15,RM-051,"Dried Bay Leaves (Laurel)",2.46,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-15,RM-052,"Dried Red Chili Flakes",5.17,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-15,RM-053,"Garlic Powder",6.36,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-15,RM-054,"Ground Black Pepper",4.79,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-15,RM-055,"White Pepper Powder",4.22,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-15,RM-056,"Whole Black Peppercorns",5.93,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-15,RM-057,"Muscovado Brown Sugar",28.29,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-15,RM-058,"Panutsa Cane Sugar",24.51,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-15,RM-059,"Refined White Sugar",69.58,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-16,RM-001,"Food Grade Sunset Yellow / Orange Dye",11.21,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-16,RM-002,"Baking Powder",12.07,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-16,RM-003,"Cream of Tartar",5.31,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-16,RM-004,"Instant Dry Yeast",16.71,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-16,RM-005,"Cane Vinegar",16.94,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-16,RM-006,"Soy Sauce",25.39,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-16,RM-007,"Condensed Milk",38.11,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-16,RM-008,"Evaporated Milk",27.68,L,"Commercial Food Processing","Ube Halaya Processing"
2026-07-16,RM-009,"Powdered Milk",20.91,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-16,RM-010,"Fresh Whole Egg Whites",24.79,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-16,RM-011,"Fresh Whole Eggs",55.29,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-16,RM-012,"All-Vegetable Shortening",28.72,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-16,RM-013,"Baking Shortening",27.73,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-16,RM-014,"Salted Creamery Butter",40.51,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-16,RM-015,"Seedless Raisins",9.9,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-16,RM-016,"Vanilla Extract",2.67,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-16,RM-017,"All-Purpose Wheat Flour",71.5,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-16,RM-018,"Cornstarch",21.24,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-16,RM-019,"Glutinous Rice (Malagkit for Pinipig)",43.07,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-16,RM-020,"Hard Wheat Bread Flour",79.94,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-16,RM-021,"Purified Water",130.42,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-16,RM-022,"Cleaned Chicken Crop (Butse)",29.3,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-16,RM-023,"Pork Skin with Back Fat",57.38,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-16,RM-024,"Raw Shelled Peanuts",47.98,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-16,RM-025,"Toasted Sesame Seeds",8.75,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-16,RM-026,"Palm Cooking Oil",72.89,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-16,RM-027,"Pure Pork Lard",31.77,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-16,RM-028,"Refined Peanut Oil",16.58,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-16,RM-029,"Fresh Carrots",18.04,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-16,RM-030,"Fresh Cassava Tubers",40.19,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-16,RM-031,"Fresh Garlic",12.07,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-16,RM-032,"Fresh Ginger",10.75,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-16,RM-033,"Fresh Grated Coconut Meat",37.94,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-16,RM-034,"Fresh Mature Coconut Meat",26.44,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-16,RM-035,"Fresh Purple Yam Tubers",20.23,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-16,RM-036,"Fresh Sweet Potato",28.24,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-16,RM-037,"Green Raw Papaya",20.65,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-16,RM-038,"Pandan Leaves",2.22,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-16,RM-039,"Red Bell Peppers",8.34,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-16,RM-040,"Red Chili Peppers (Siling Labuyo)",6.53,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-16,RM-041,"Red Onions",18.78,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-16,RM-042,"Unripe Green Saba Bananas",64.2,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-16,RM-043,"Fresh Acetes Shrimp (Alamang)",30.92,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-16,RM-044,"Fresh Bangus (Milkfish) Skin",31.34,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-16,RM-045,"Fresh Chiton Mollusk (Kibit)",45.95,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-16,RM-046,"Fresh Kabasi Fish",19.41,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-16,RM-047,"Fresh Sapsap Fish",23.78,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-16,RM-048,"Cheese Seasoning Powder",8.66,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-16,RM-049,"Coarse Rock Salt",19.71,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-16,RM-050,"Iodized Salt",13.66,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-16,RM-051,"Dried Bay Leaves (Laurel)",2.9,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-16,RM-052,"Dried Red Chili Flakes",4.47,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-16,RM-053,"Garlic Powder",6.44,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-16,RM-054,"Ground Black Pepper",5.15,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-16,RM-055,"White Pepper Powder",5.3,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-16,RM-056,"Whole Black Peppercorns",6.82,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-07-16,RM-057,"Muscovado Brown Sugar",27.22,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-16,RM-058,"Panutsa Cane Sugar",30.24,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-16,RM-059,"Refined White Sugar",79.85,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-17,RM-001,"Food Grade Sunset Yellow / Orange Dye",12.13,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-17,RM-002,"Baking Powder",15.81,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-17,RM-003,"Cream of Tartar",6.71,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-17,RM-004,"Instant Dry Yeast",21.63,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-17,RM-005,"Cane Vinegar",24.41,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-17,RM-006,"Soy Sauce",35.07,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-17,RM-007,"Condensed Milk",48.16,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-17,RM-008,"Evaporated Milk",31.82,L,"Commercial Food Processing","Ube Halaya Processing"
2026-07-17,RM-009,"Powdered Milk",27.51,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-07-17,RM-010,"Fresh Whole Egg Whites",30.8,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-07-17,RM-011,"Fresh Whole Eggs",69.66,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-07-17,RM-012,"All-Vegetable Shortening",33.56,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-07-17,RM-013,"Baking Shortening",39.94,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-07-17,RM-014,"Salted Creamery Butter",52.92,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-07-17,RM-015,"Seedless Raisins",12.1,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-07-17,RM-016,"Vanilla Extract",3.45,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-07-17,RM-017,"All-Purpose Wheat Flour",98,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-07-17,RM-018,"Cornstarch",27.86,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-07-17,RM-019,"Glutinous Rice (Malagkit for Pinipig)",52.68,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-07-17,RM-020,"Hard Wheat Bread Flour",105.37,kg,"Commercial Food Processing","Ube Halaya Processing"
