receipt_date,item_code,raw_material_name,received_quantity,unit,supplier_name
2026-08-02,RM-029,"Fresh Carrots",110.68,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-02,RM-030,"Fresh Cassava Tubers",242.31,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-02,RM-031,"Fresh Garlic",97.97,kg,"Tiaong Highland Agricultural Hub"
2026-08-02,RM-032,"Fresh Ginger",84.75,kg,"Southern Tagalog Food Essentials Inc."
2026-08-02,RM-033,"Fresh Grated Coconut Meat",216.04,kg,"San Miguel Mills Corp."
2026-08-02,RM-034,"Fresh Mature Coconut Meat",199.98,kg,"Universal Robina Agro-Industrial"
2026-08-02,RM-035,"Fresh Purple Yam Tubers",145,kg,"Golden Harvest Trading"
2026-08-02,RM-036,"Fresh Sweet Potato",163.96,kg,"Magnolia Dairy Products"
2026-08-02,RM-037,"Green Raw Papaya",134.07,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-02,RM-038,"Pandan Leaves",34.36,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-02,RM-039,"Red Bell Peppers",77.92,kg,"Tiaong Highland Agricultural Hub"
2026-08-02,RM-040,"Red Chili Peppers (Siling Labuyo)",52.29,kg,"Southern Tagalog Food Essentials Inc."
2026-08-02,RM-041,"Red Onions",122.15,kg,"San Miguel Mills Corp."
2026-08-02,RM-042,"Unripe Green Saba Bananas",418.41,kg,"Universal Robina Agro-Industrial"
2026-08-02,RM-043,"Fresh Acetes Shrimp (Alamang)",204.24,kg,"Golden Harvest Trading"
2026-08-02,RM-044,"Fresh Bangus (Milkfish) Skin",205.74,kg,"Magnolia Dairy Products"
2026-08-02,RM-045,"Fresh Chiton Mollusk (Kibit)",368.25,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-02,RM-046,"Fresh Kabasi Fish",167.98,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-02,RM-047,"Fresh Sapsap Fish",167.92,kg,"Tiaong Highland Agricultural Hub"
2026-08-02,RM-048,"Cheese Seasoning Powder",47.09,kg,"Southern Tagalog Food Essentials Inc."
2026-08-02,RM-049,"Coarse Rock Salt",128.69,kg,"San Miguel Mills Corp."
2026-08-02,RM-050,"Iodized Salt",99.95,kg,"Universal Robina Agro-Industrial"
2026-08-02,RM-051,"Dried Bay Leaves (Laurel)",28.54,kg,"Golden Harvest Trading"
2026-08-02,RM-052,"Dried Red Chili Flakes",41.84,kg,"Magnolia Dairy Products"
2026-08-02,RM-053,"Garlic Powder",56.03,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-02,RM-054,"Ground Black Pepper",45.06,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-02,RM-055,"White Pepper Powder",37.49,kg,"Tiaong Highland Agricultural Hub"
2026-08-02,RM-056,"Whole Black Peppercorns",53.23,kg,"Southern Tagalog Food Essentials Inc."
2026-08-02,RM-057,"Muscovado Brown Sugar",243.03,kg,"San Miguel Mills Corp."
2026-08-02,RM-058,"Panutsa Cane Sugar",218.9,kg,"Universal Robina Agro-Industrial"
2026-08-02,RM-059,"Refined White Sugar",434.49,kg,"Golden Harvest Trading"
2026-08-13,RM-001,"Food Grade Sunset Yellow / Orange Dye",81.17,kg,"San Miguel Mills Corp."
2026-08-13,RM-002,"Baking Powder",108,kg,"Universal Robina Agro-Industrial"
2026-08-13,RM-003,"Cream of Tartar",41.81,kg,"Golden Harvest Trading"
2026-08-13,RM-004,"Instant Dry Yeast",103.81,kg,"Magnolia Dairy Products"
2026-08-13,RM-005,"Cane Vinegar",134.38,L,"Quezon Coastal Gatherers Cooperative"
2026-08-13,RM-006,"Soy Sauce",178.91,L,"Lucena Aquatic & Fish Port Authority"
2026-08-13,RM-007,"Condensed Milk",273.27,kg,"Tiaong Highland Agricultural Hub"
2026-08-13,RM-008,"Evaporated Milk",228.78,L,"Southern Tagalog Food Essentials Inc."
2026-08-13,RM-009,"Powdered Milk",178.76,kg,"San Miguel Mills Corp."
2026-08-13,RM-010,"Fresh Whole Egg Whites",162.13,kg,"Universal Robina Agro-Industrial"
2026-08-13,RM-011,"Fresh Whole Eggs",282.78,kg,"Golden Harvest Trading"
2026-08-13,RM-012,"All-Vegetable Shortening",162.06,kg,"Magnolia Dairy Products"
2026-08-13,RM-013,"Baking Shortening",227.38,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-13,RM-014,"Salted Creamery Butter",301.01,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-13,RM-015,"Seedless Raisins",85.61,kg,"Tiaong Highland Agricultural Hub"
2026-08-13,RM-016,"Vanilla Extract",27.9,L,"Southern Tagalog Food Essentials Inc."
2026-08-13,RM-017,"All-Purpose Wheat Flour",425.62,kg,"San Miguel Mills Corp."
2026-08-13,RM-018,"Cornstarch",110.47,kg,"Universal Robina Agro-Industrial"
2026-08-13,RM-019,"Glutinous Rice (Malagkit for Pinipig)",276.71,kg,"Golden Harvest Trading"
2026-08-13,RM-020,"Hard Wheat Bread Flour",640.43,kg,"Magnolia Dairy Products"
2026-08-13,RM-021,"Purified Water",909.68,L,"Quezon Coastal Gatherers Cooperative"
2026-08-13,RM-022,"Cleaned Chicken Crop (Butse)",163.1,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-13,RM-023,"Pork Skin with Back Fat",324.99,kg,"Tiaong Highland Agricultural Hub"
2026-08-13,RM-024,"Raw Shelled Peanuts",351.75,kg,"Southern Tagalog Food Essentials Inc."
2026-08-13,RM-025,"Toasted Sesame Seeds",51.75,kg,"San Miguel Mills Corp."
2026-08-13,RM-026,"Palm Cooking Oil",482.1,L,"Universal Robina Agro-Industrial"
2026-08-13,RM-027,"Pure Pork Lard",291.86,L,"Golden Harvest Trading"
2026-08-13,RM-028,"Refined Peanut Oil",164.73,L,"Magnolia Dairy Products"
2026-08-13,RM-029,"Fresh Carrots",105.96,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-13,RM-030,"Fresh Cassava Tubers",240.48,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-13,RM-031,"Fresh Garlic",89.48,kg,"Tiaong Highland Agricultural Hub"
2026-08-13,RM-032,"Fresh Ginger",76.01,kg,"Southern Tagalog Food Essentials Inc."
2026-08-13,RM-033,"Fresh Grated Coconut Meat",251.94,kg,"San Miguel Mills Corp."
2026-08-13,RM-034,"Fresh Mature Coconut Meat",203.78,kg,"Universal Robina Agro-Industrial"
2026-08-13,RM-035,"Fresh Purple Yam Tubers",174.48,kg,"Golden Harvest Trading"
2026-08-13,RM-036,"Fresh Sweet Potato",149.7,kg,"Magnolia Dairy Products"
2026-08-13,RM-037,"Green Raw Papaya",120.92,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-13,RM-038,"Pandan Leaves",30.99,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-13,RM-039,"Red Bell Peppers",78.52,kg,"Tiaong Highland Agricultural Hub"
2026-08-13,RM-040,"Red Chili Peppers (Siling Labuyo)",56.85,kg,"Southern Tagalog Food Essentials Inc."
2026-08-13,RM-041,"Red Onions",121.94,kg,"San Miguel Mills Corp."
2026-08-13,RM-042,"Unripe Green Saba Bananas",407.7,kg,"Universal Robina Agro-Industrial"
2026-08-13,RM-043,"Fresh Acetes Shrimp (Alamang)",199.85,kg,"Golden Harvest Trading"
2026-08-13,RM-044,"Fresh Bangus (Milkfish) Skin",182.33,kg,"Magnolia Dairy Products"
2026-08-13,RM-045,"Fresh Chiton Mollusk (Kibit)",316.76,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-13,RM-046,"Fresh Kabasi Fish",187.58,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-13,RM-047,"Fresh Sapsap Fish",180.01,kg,"Tiaong Highland Agricultural Hub"
2026-08-13,RM-048,"Cheese Seasoning Powder",56.79,kg,"Southern Tagalog Food Essentials Inc."
2026-08-13,RM-049,"Coarse Rock Salt",139.61,kg,"San Miguel Mills Corp."
2026-08-13,RM-050,"Iodized Salt",99.28,kg,"Universal Robina Agro-Industrial"
2026-08-13,RM-051,"Dried Bay Leaves (Laurel)",25.01,kg,"Golden Harvest Trading"
2026-08-13,RM-052,"Dried Red Chili Flakes",44.65,kg,"Magnolia Dairy Products"
2026-08-13,RM-053,"Garlic Powder",58.83,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-13,RM-054,"Ground Black Pepper",41.85,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-13,RM-055,"White Pepper Powder",31.88,kg,"Tiaong Highland Agricultural Hub"
2026-08-13,RM-056,"Whole Black Peppercorns",55.57,kg,"Southern Tagalog Food Essentials Inc."
2026-08-13,RM-057,"Muscovado Brown Sugar",257.99,kg,"San Miguel Mills Corp."
2026-08-13,RM-058,"Panutsa Cane Sugar",218.42,kg,"Universal Robina Agro-Industrial"
2026-08-13,RM-059,"Refined White Sugar",524.22,kg,"Golden Harvest Trading"
2026-08-24,RM-001,"Food Grade Sunset Yellow / Orange Dye",72.22,kg,"San Miguel Mills Corp."
2026-08-24,RM-002,"Baking Powder",103.45,kg,"Universal Robina Agro-Industrial"
2026-08-24,RM-003,"Cream of Tartar",41.7,kg,"Golden Harvest Trading"
2026-08-24,RM-004,"Instant Dry Yeast",110.14,kg,"Magnolia Dairy Products"
2026-08-24,RM-005,"Cane Vinegar",122.75,L,"Quezon Coastal Gatherers Cooperative"
2026-08-24,RM-006,"Soy Sauce",159.64,L,"Lucena Aquatic & Fish Port Authority"
2026-08-24,RM-007,"Condensed Milk",215.58,kg,"Tiaong Highland Agricultural Hub"
2026-08-24,RM-008,"Evaporated Milk",196.44,L,"Southern Tagalog Food Essentials Inc."
2026-08-24,RM-009,"Powdered Milk",194.03,kg,"San Miguel Mills Corp."
2026-08-24,RM-010,"Fresh Whole Egg Whites",167.19,kg,"Universal Robina Agro-Industrial"
2026-08-24,RM-011,"Fresh Whole Eggs",286.21,kg,"Golden Harvest Trading"
2026-08-24,RM-012,"All-Vegetable Shortening",175.13,kg,"Magnolia Dairy Products"
2026-08-24,RM-013,"Baking Shortening",198.55,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-24,RM-014,"Salted Creamery Butter",268.22,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-24,RM-015,"Seedless Raisins",82.85,kg,"Tiaong Highland Agricultural Hub"
2026-08-24,RM-016,"Vanilla Extract",33.55,L,"Southern Tagalog Food Essentials Inc."
2026-08-24,RM-017,"All-Purpose Wheat Flour",477.04,kg,"San Miguel Mills Corp."
2026-08-24,RM-018,"Cornstarch",125.09,kg,"Universal Robina Agro-Industrial"
2026-08-24,RM-019,"Glutinous Rice (Malagkit for Pinipig)",239.3,kg,"Golden Harvest Trading"
2026-08-24,RM-020,"Hard Wheat Bread Flour",635.45,kg,"Magnolia Dairy Products"
2026-08-24,RM-021,"Purified Water",936.53,L,"Quezon Coastal Gatherers Cooperative"
2026-08-24,RM-022,"Cleaned Chicken Crop (Butse)",176.94,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-24,RM-023,"Pork Skin with Back Fat",386.23,kg,"Tiaong Highland Agricultural Hub"
2026-08-24,RM-024,"Raw Shelled Peanuts",306.24,kg,"Southern Tagalog Food Essentials Inc."
2026-08-24,RM-025,"Toasted Sesame Seeds",54.11,kg,"San Miguel Mills Corp."
2026-08-24,RM-026,"Palm Cooking Oil",432.79,L,"Universal Robina Agro-Industrial"
2026-08-24,RM-027,"Pure Pork Lard",285.56,L,"Golden Harvest Trading"
2026-08-24,RM-028,"Refined Peanut Oil",170.3,L,"Magnolia Dairy Products"
2026-08-24,RM-029,"Fresh Carrots",128.06,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-24,RM-030,"Fresh Cassava Tubers",209.87,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-24,RM-031,"Fresh Garlic",91.21,kg,"Tiaong Highland Agricultural Hub"
2026-08-24,RM-032,"Fresh Ginger",68.12,kg,"Southern Tagalog Food Essentials Inc."
2026-08-24,RM-033,"Fresh Grated Coconut Meat",225.41,kg,"San Miguel Mills Corp."
2026-08-24,RM-034,"Fresh Mature Coconut Meat",197.69,kg,"Universal Robina Agro-Industrial"
2026-08-24,RM-035,"Fresh Purple Yam Tubers",165.93,kg,"Golden Harvest Trading"
2026-08-24,RM-036,"Fresh Sweet Potato",164.78,kg,"Magnolia Dairy Products"
2026-08-24,RM-037,"Green Raw Papaya",111.08,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-24,RM-038,"Pandan Leaves",28.19,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-24,RM-039,"Red Bell Peppers",73.57,kg,"Tiaong Highland Agricultural Hub"
2026-08-24,RM-040,"Red Chili Peppers (Siling Labuyo)",51.39,kg,"Southern Tagalog Food Essentials Inc."
2026-08-24,RM-041,"Red Onions",128.42,kg,"San Miguel Mills Corp."
2026-08-24,RM-042,"Unripe Green Saba Bananas",471.35,kg,"Universal Robina Agro-Industrial"
2026-08-24,RM-043,"Fresh Acetes Shrimp (Alamang)",196.02,kg,"Golden Harvest Trading"
2026-08-24,RM-044,"Fresh Bangus (Milkfish) Skin",177.77,kg,"Magnolia Dairy Products"
2026-08-24,RM-045,"Fresh Chiton Mollusk (Kibit)",312.64,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-24,RM-046,"Fresh Kabasi Fish",165.6,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-24,RM-047,"Fresh Sapsap Fish",188.5,kg,"Tiaong Highland Agricultural Hub"
2026-08-24,RM-048,"Cheese Seasoning Powder",56.76,kg,"Southern Tagalog Food Essentials Inc."
2026-08-24,RM-049,"Coarse Rock Salt",122.87,kg,"San Miguel Mills Corp."
2026-08-24,RM-050,"Iodized Salt",82.32,kg,"Universal Robina Agro-Industrial"
2026-08-24,RM-051,"Dried Bay Leaves (Laurel)",24.08,kg,"Golden Harvest Trading"
2026-08-24,RM-052,"Dried Red Chili Flakes",45.64,kg,"Magnolia Dairy Products"
2026-08-24,RM-053,"Garlic Powder",70.03,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-24,RM-054,"Ground Black Pepper",46.77,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-24,RM-055,"White Pepper Powder",33.61,kg,"Tiaong Highland Agricultural Hub"
2026-08-24,RM-056,"Whole Black Peppercorns",46.38,kg,"Southern Tagalog Food Essentials Inc."
2026-08-24,RM-057,"Muscovado Brown Sugar",229.18,kg,"San Miguel Mills Corp."
2026-08-24,RM-058,"Panutsa Cane Sugar",185.55,kg,"Universal Robina Agro-Industrial"
2026-08-24,RM-059,"Refined White Sugar",531.47,kg,"Golden Harvest Trading"
