receipt_date,item_code,material_name,received_quantity,unit,supplier_name
2026-01-23,RM-040,"Red Chili Peppers (Siling Labuyo)",54,kg,"Approved Industrial Supplier"
2026-02-03,RM-040,"Red Chili Peppers (Siling Labuyo)",47,kg,"Approved Industrial Supplier"
2026-02-14,RM-040,"Red Chili Peppers (Siling Labuyo)",55,kg,"Approved Industrial Supplier"
2026-02-25,RM-040,"Red Chili Peppers (Siling Labuyo)",54,kg,"Approved Industrial Supplier"
2026-03-08,RM-040,"Red Chili Peppers (Siling Labuyo)",52,kg,"Approved Industrial Supplier"
2026-03-19,RM-040,"Red Chili Peppers (Siling Labuyo)",53,kg,"Approved Industrial Supplier"
2026-03-30,RM-040,"Red Chili Peppers (Siling Labuyo)",48,kg,"Approved Industrial Supplier"
2026-04-10,RM-040,"Red Chili Peppers (Siling Labuyo)",49,kg,"Approved Industrial Supplier"
2026-04-21,RM-040,"Red Chili Peppers (Siling Labuyo)",50,kg,"Approved Industrial Supplier"
2026-05-02,RM-040,"Red Chili Peppers (Siling Labuyo)",52,kg,"Approved Industrial Supplier"
2026-05-13,RM-040,"Red Chili Peppers (Siling Labuyo)",55,kg,"Approved Industrial Supplier"
2026-05-24,RM-040,"Red Chili Peppers (Siling Labuyo)",54,kg,"Approved Industrial Supplier"
2026-06-04,RM-040,"Red Chili Peppers (Siling Labuyo)",49,kg,"Approved Industrial Supplier"
2026-06-15,RM-040,"Red Chili Peppers (Siling Labuyo)",49,kg,"Approved Industrial Supplier"
2026-06-26,RM-040,"Red Chili Peppers (Siling Labuyo)",52,kg,"Approved Industrial Supplier"
2026-07-07,RM-040,"Red Chili Peppers (Siling Labuyo)",51,kg,"Approved Industrial Supplier"
2026-07-18,RM-040,"Red Chili Peppers (Siling Labuyo)",48,kg,"Approved Industrial Supplier"
2026-07-29,RM-040,"Red Chili Peppers (Siling Labuyo)",53,kg,"Approved Industrial Supplier"
2026-08-09,RM-040,"Red Chili Peppers (Siling Labuyo)",54,kg,"Approved Industrial Supplier"
2026-08-20,RM-040,"Red Chili Peppers (Siling Labuyo)",50,kg,"Approved Industrial Supplier"
2026-08-31,RM-040,"Red Chili Peppers (Siling Labuyo)",50,kg,"Approved Industrial Supplier"
2026-01-01,RM-041,"Red Onions",132,kg,"Approved Industrial Supplier"
2026-01-13,RM-041,"Red Onions",141,kg,"Approved Industrial Supplier"
2026-01-25,RM-041,"Red Onions",133,kg,"Approved Industrial Supplier"
2026-02-06,RM-041,"Red Onions",126,kg,"Approved Industrial Supplier"
2026-02-18,RM-041,"Red Onions",127,kg,"Approved Industrial Supplier"
2026-03-02,RM-041,"Red Onions",121,kg,"Approved Industrial Supplier"
2026-03-14,RM-041,"Red Onions",128,kg,"Approved Industrial Supplier"
2026-03-26,RM-041,"Red Onions",130,kg,"Approved Industrial Supplier"
2026-04-07,RM-041,"Red Onions",135,kg,"Approved Industrial Supplier"
2026-04-19,RM-041,"Red Onions",142,kg,"Approved Industrial Supplier"
2026-05-01,RM-041,"Red Onions",123,kg,"Approved Industrial Supplier"
2026-05-13,RM-041,"Red Onions",140,kg,"Approved Industrial Supplier"
2026-05-25,RM-041,"Red Onions",137,kg,"Approved Industrial Supplier"
2026-06-06,RM-041,"Red Onions",134,kg,"Approved Industrial Supplier"
2026-06-18,RM-041,"Red Onions",143,kg,"Approved Industrial Supplier"
2026-06-30,RM-041,"Red Onions",134,kg,"Approved Industrial Supplier"
2026-07-12,RM-041,"Red Onions",132,kg,"Approved Industrial Supplier"
2026-07-24,RM-041,"Red Onions",123,kg,"Approved Industrial Supplier"
2026-08-05,RM-041,"Red Onions",129,kg,"Approved Industrial Supplier"
2026-08-17,RM-041,"Red Onions",138,kg,"Approved Industrial Supplier"
2026-08-29,RM-041,"Red Onions",142,kg,"Approved Industrial Supplier"
2026-01-01,RM-042,"Unripe Green Saba Bananas",526,kg,"Approved Industrial Supplier"
2026-01-14,RM-042,"Unripe Green Saba Bananas",509,kg,"Approved Industrial Supplier"
2026-01-27,RM-042,"Unripe Green Saba Bananas",518,kg,"Approved Industrial Supplier"
2026-02-09,RM-042,"Unripe Green Saba Bananas",503,kg,"Approved Industrial Supplier"
2026-02-22,RM-042,"Unripe Green Saba Bananas",501,kg,"Approved Industrial Supplier"
2026-03-07,RM-042,"Unripe Green Saba Bananas",458,kg,"Approved Industrial Supplier"
2026-03-20,RM-042,"Unripe Green Saba Bananas",508,kg,"Approved Industrial Supplier"
2026-04-02,RM-042,"Unripe Green Saba Bananas",478,kg,"Approved Industrial Supplier"
2026-04-15,RM-042,"Unripe Green Saba Bananas",490,kg,"Approved Industrial Supplier"
2026-04-28,RM-042,"Unripe Green Saba Bananas",455,kg,"Approved Industrial Supplier"
2026-05-11,RM-042,"Unripe Green Saba Bananas",448,kg,"Approved Industrial Supplier"
2026-05-24,RM-042,"Unripe Green Saba Bananas",444,kg,"Approved Industrial Supplier"
2026-06-06,RM-042,"Unripe Green Saba Bananas",453,kg,"Approved Industrial Supplier"
2026-06-19,RM-042,"Unripe Green Saba Bananas",525,kg,"Approved Industrial Supplier"
2026-07-02,RM-042,"Unripe Green Saba Bananas",458,kg,"Approved Industrial Supplier"
2026-07-15,RM-042,"Unripe Green Saba Bananas",445,kg,"Approved Industrial Supplier"
2026-07-28,RM-042,"Unripe Green Saba Bananas",485,kg,"Approved Industrial Supplier"
2026-08-10,RM-042,"Unripe Green Saba Bananas",492,kg,"Approved Industrial Supplier"
2026-08-23,RM-042,"Unripe Green Saba Bananas",492,kg,"Approved Industrial Supplier"
2026-01-01,RM-043,"Fresh Acetes Shrimp (Alamang)",241,kg,"Approved Industrial Supplier"
2026-01-09,RM-043,"Fresh Acetes Shrimp (Alamang)",233,kg,"Approved Industrial Supplier"
2026-01-17,RM-043,"Fresh Acetes Shrimp (Alamang)",225,kg,"Approved Industrial Supplier"
2026-01-25,RM-043,"Fresh Acetes Shrimp (Alamang)",231,kg,"Approved Industrial Supplier"
2026-02-02,RM-043,"Fresh Acetes Shrimp (Alamang)",223,kg,"Approved Industrial Supplier"
2026-02-10,RM-043,"Fresh Acetes Shrimp (Alamang)",235,kg,"Approved Industrial Supplier"
2026-02-18,RM-043,"Fresh Acetes Shrimp (Alamang)",204,kg,"Approved Industrial Supplier"
2026-02-26,RM-043,"Fresh Acetes Shrimp (Alamang)",222,kg,"Approved Industrial Supplier"
2026-03-06,RM-043,"Fresh Acetes Shrimp (Alamang)",224,kg,"Approved Industrial Supplier"
2026-03-14,RM-043,"Fresh Acetes Shrimp (Alamang)",232,kg,"Approved Industrial Supplier"
2026-03-22,RM-043,"Fresh Acetes Shrimp (Alamang)",212,kg,"Approved Industrial Supplier"
2026-03-30,RM-043,"Fresh Acetes Shrimp (Alamang)",210,kg,"Approved Industrial Supplier"
2026-04-07,RM-043,"Fresh Acetes Shrimp (Alamang)",219,kg,"Approved Industrial Supplier"
2026-04-15,RM-043,"Fresh Acetes Shrimp (Alamang)",218,kg,"Approved Industrial Supplier"
2026-04-23,RM-043,"Fresh Acetes Shrimp (Alamang)",233,kg,"Approved Industrial Supplier"
2026-05-01,RM-043,"Fresh Acetes Shrimp (Alamang)",206,kg,"Approved Industrial Supplier"
2026-05-09,RM-043,"Fresh Acetes Shrimp (Alamang)",220,kg,"Approved Industrial Supplier"
2026-05-17,RM-043,"Fresh Acetes Shrimp (Alamang)",209,kg,"Approved Industrial Supplier"
2026-05-25,RM-043,"Fresh Acetes Shrimp (Alamang)",217,kg,"Approved Industrial Supplier"
2026-06-02,RM-043,"Fresh Acetes Shrimp (Alamang)",208,kg,"Approved Industrial Supplier"
2026-06-10,RM-043,"Fresh Acetes Shrimp (Alamang)",204,kg,"Approved Industrial Supplier"
2026-06-18,RM-043,"Fresh Acetes Shrimp (Alamang)",217,kg,"Approved Industrial Supplier"
2026-06-26,RM-043,"Fresh Acetes Shrimp (Alamang)",242,kg,"Approved Industrial Supplier"
2026-07-04,RM-043,"Fresh Acetes Shrimp (Alamang)",205,kg,"Approved Industrial Supplier"
2026-07-12,RM-043,"Fresh Acetes Shrimp (Alamang)",237,kg,"Approved Industrial Supplier"
2026-07-20,RM-043,"Fresh Acetes Shrimp (Alamang)",204,kg,"Approved Industrial Supplier"
2026-07-28,RM-043,"Fresh Acetes Shrimp (Alamang)",208,kg,"Approved Industrial Supplier"
2026-08-05,RM-043,"Fresh Acetes Shrimp (Alamang)",230,kg,"Approved Industrial Supplier"
2026-08-13,RM-043,"Fresh Acetes Shrimp (Alamang)",215,kg,"Approved Industrial Supplier"
2026-08-21,RM-043,"Fresh Acetes Shrimp (Alamang)",206,kg,"Approved Industrial Supplier"
2026-08-29,RM-043,"Fresh Acetes Shrimp (Alamang)",204,kg,"Approved Industrial Supplier"
2026-01-01,RM-044,"Fresh Bangus (Milkfish) Skin",195,kg,"Approved Industrial Supplier"
2026-01-10,RM-044,"Fresh Bangus (Milkfish) Skin",186,kg,"Approved Industrial Supplier"
2026-01-19,RM-044,"Fresh Bangus (Milkfish) Skin",191,kg,"Approved Industrial Supplier"
2026-01-28,RM-044,"Fresh Bangus (Milkfish) Skin",188,kg,"Approved Industrial Supplier"
2026-02-06,RM-044,"Fresh Bangus (Milkfish) Skin",177,kg,"Approved Industrial Supplier"
2026-02-15,RM-044,"Fresh Bangus (Milkfish) Skin",204,kg,"Approved Industrial Supplier"
2026-02-24,RM-044,"Fresh Bangus (Milkfish) Skin",194,kg,"Approved Industrial Supplier"
2026-03-05,RM-044,"Fresh Bangus (Milkfish) Skin",208,kg,"Approved Industrial Supplier"
2026-03-14,RM-044,"Fresh Bangus (Milkfish) Skin",181,kg,"Approved Industrial Supplier"
2026-03-23,RM-044,"Fresh Bangus (Milkfish) Skin",187,kg,"Approved Industrial Supplier"
2026-04-01,RM-044,"Fresh Bangus (Milkfish) Skin",204,kg,"Approved Industrial Supplier"
2026-04-10,RM-044,"Fresh Bangus (Milkfish) Skin",205,kg,"Approved Industrial Supplier"
2026-04-19,RM-044,"Fresh Bangus (Milkfish) Skin",181,kg,"Approved Industrial Supplier"
2026-04-28,RM-044,"Fresh Bangus (Milkfish) Skin",202,kg,"Approved Industrial Supplier"
2026-05-07,RM-044,"Fresh Bangus (Milkfish) Skin",196,kg,"Approved Industrial Supplier"
2026-05-16,RM-044,"Fresh Bangus (Milkfish) Skin",178,kg,"Approved Industrial Supplier"
2026-05-25,RM-044,"Fresh Bangus (Milkfish) Skin",182,kg,"Approved Industrial Supplier"
2026-06-03,RM-044,"Fresh Bangus (Milkfish) Skin",205,kg,"Approved Industrial Supplier"
2026-06-12,RM-044,"Fresh Bangus (Milkfish) Skin",181,kg,"Approved Industrial Supplier"
2026-06-21,RM-044,"Fresh Bangus (Milkfish) Skin",208,kg,"Approved Industrial Supplier"
2026-06-30,RM-044,"Fresh Bangus (Milkfish) Skin",198,kg,"Approved Industrial Supplier"
2026-07-09,RM-044,"Fresh Bangus (Milkfish) Skin",183,kg,"Approved Industrial Supplier"
2026-07-18,RM-044,"Fresh Bangus (Milkfish) Skin",187,kg,"Approved Industrial Supplier"
2026-07-27,RM-044,"Fresh Bangus (Milkfish) Skin",206,kg,"Approved Industrial Supplier"
2026-08-05,RM-044,"Fresh Bangus (Milkfish) Skin",201,kg,"Approved Industrial Supplier"
2026-08-14,RM-044,"Fresh Bangus (Milkfish) Skin",178,kg,"Approved Industrial Supplier"
2026-08-23,RM-044,"Fresh Bangus (Milkfish) Skin",192,kg,"Approved Industrial Supplier"
2026-09-01,RM-044,"Fresh Bangus (Milkfish) Skin",194,kg,"Approved Industrial Supplier"
2026-01-01,RM-045,"Fresh Chiton Mollusk (Kibit)",324,kg,"Approved Industrial Supplier"
2026-01-11,RM-045,"Fresh Chiton Mollusk (Kibit)",343,kg,"Approved Industrial Supplier"
2026-01-21,RM-045,"Fresh Chiton Mollusk (Kibit)",321,kg,"Approved Industrial Supplier"
2026-01-31,RM-045,"Fresh Chiton Mollusk (Kibit)",331,kg,"Approved Industrial Supplier"
2026-02-10,RM-045,"Fresh Chiton Mollusk (Kibit)",326,kg,"Approved Industrial Supplier"
2026-02-20,RM-045,"Fresh Chiton Mollusk (Kibit)",319,kg,"Approved Industrial Supplier"
2026-03-02,RM-045,"Fresh Chiton Mollusk (Kibit)",314,kg,"Approved Industrial Supplier"
2026-03-12,RM-045,"Fresh Chiton Mollusk (Kibit)",320,kg,"Approved Industrial Supplier"
2026-03-22,RM-045,"Fresh Chiton Mollusk (Kibit)",346,kg,"Approved Industrial Supplier"
2026-04-01,RM-045,"Fresh Chiton Mollusk (Kibit)",302,kg,"Approved Industrial Supplier"
2026-04-11,RM-045,"Fresh Chiton Mollusk (Kibit)",307,kg,"Approved Industrial Supplier"
2026-04-21,RM-045,"Fresh Chiton Mollusk (Kibit)",308,kg,"Approved Industrial Supplier"
2026-05-01,RM-045,"Fresh Chiton Mollusk (Kibit)",313,kg,"Approved Industrial Supplier"
2026-05-11,RM-045,"Fresh Chiton Mollusk (Kibit)",322,kg,"Approved Industrial Supplier"
2026-05-21,RM-045,"Fresh Chiton Mollusk (Kibit)",304,kg,"Approved Industrial Supplier"
2026-05-31,RM-045,"Fresh Chiton Mollusk (Kibit)",302,kg,"Approved Industrial Supplier"
2026-06-10,RM-045,"Fresh Chiton Mollusk (Kibit)",344,kg,"Approved Industrial Supplier"
2026-06-20,RM-045,"Fresh Chiton Mollusk (Kibit)",322,kg,"Approved Industrial Supplier"
2026-06-30,RM-045,"Fresh Chiton Mollusk (Kibit)",344,kg,"Approved Industrial Supplier"
2026-07-10,RM-045,"Fresh Chiton Mollusk (Kibit)",345,kg,"Approved Industrial Supplier"
2026-07-20,RM-045,"Fresh Chiton Mollusk (Kibit)",352,kg,"Approved Industrial Supplier"
2026-07-30,RM-045,"Fresh Chiton Mollusk (Kibit)",347,kg,"Approved Industrial Supplier"
2026-08-09,RM-045,"Fresh Chiton Mollusk (Kibit)",345,kg,"Approved Industrial Supplier"
2026-08-19,RM-045,"Fresh Chiton Mollusk (Kibit)",315,kg,"Approved Industrial Supplier"
2026-08-29,RM-045,"Fresh Chiton Mollusk (Kibit)",294,kg,"Approved Industrial Supplier"
2026-01-01,RM-046,"Fresh Kabasi Fish",163,kg,"Approved Industrial Supplier"
2026-01-12,RM-046,"Fresh Kabasi Fish",168,kg,"Approved Industrial Supplier"
2026-01-23,RM-046,"Fresh Kabasi Fish",169,kg,"Approved Industrial Supplier"
2026-02-03,RM-046,"Fresh Kabasi Fish",160,kg,"Approved Industrial Supplier"
2026-02-14,RM-046,"Fresh Kabasi Fish",157,kg,"Approved Industrial Supplier"
2026-02-25,RM-046,"Fresh Kabasi Fish",168,kg,"Approved Industrial Supplier"
2026-03-08,RM-046,"Fresh Kabasi Fish",150,kg,"Approved Industrial Supplier"
2026-03-19,RM-046,"Fresh Kabasi Fish",164,kg,"Approved Industrial Supplier"
2026-03-30,RM-046,"Fresh Kabasi Fish",148,kg,"Approved Industrial Supplier"
2026-04-10,RM-046,"Fresh Kabasi Fish",160,kg,"Approved Industrial Supplier"
2026-04-21,RM-046,"Fresh Kabasi Fish",156,kg,"Approved Industrial Supplier"
2026-05-02,RM-046,"Fresh Kabasi Fish",156,kg,"Approved Industrial Supplier"
2026-05-13,RM-046,"Fresh Kabasi Fish",160,kg,"Approved Industrial Supplier"
2026-05-24,RM-046,"Fresh Kabasi Fish",147,kg,"Approved Industrial Supplier"
2026-06-04,RM-046,"Fresh Kabasi Fish",170,kg,"Approved Industrial Supplier"
2026-06-15,RM-046,"Fresh Kabasi Fish",174,kg,"Approved Industrial Supplier"
2026-06-26,RM-046,"Fresh Kabasi Fish",160,kg,"Approved Industrial Supplier"
2026-07-07,RM-046,"Fresh Kabasi Fish",163,kg,"Approved Industrial Supplier"
2026-07-18,RM-046,"Fresh Kabasi Fish",170,kg,"Approved Industrial Supplier"
2026-07-29,RM-046,"Fresh Kabasi Fish",162,kg,"Approved Industrial Supplier"
2026-08-09,RM-046,"Fresh Kabasi Fish",165,kg,"Approved Industrial Supplier"
2026-08-20,RM-046,"Fresh Kabasi Fish",175,kg,"Approved Industrial Supplier"
2026-08-31,RM-046,"Fresh Kabasi Fish",171,kg,"Approved Industrial Supplier"
2026-01-01,RM-047,"Fresh Sapsap Fish",185,kg,"Approved Industrial Supplier"
2026-01-13,RM-047,"Fresh Sapsap Fish",163,kg,"Approved Industrial Supplier"
2026-01-25,RM-047,"Fresh Sapsap Fish",163,kg,"Approved Industrial Supplier"
2026-02-06,RM-047,"Fresh Sapsap Fish",181,kg,"Approved Industrial Supplier"
2026-02-18,RM-047,"Fresh Sapsap Fish",173,kg,"Approved Industrial Supplier"
2026-03-02,RM-047,"Fresh Sapsap Fish",185,kg,"Approved Industrial Supplier"
2026-03-14,RM-047,"Fresh Sapsap Fish",172,kg,"Approved Industrial Supplier"
2026-03-26,RM-047,"Fresh Sapsap Fish",175,kg,"Approved Industrial Supplier"
2026-04-07,RM-047,"Fresh Sapsap Fish",165,kg,"Approved Industrial Supplier"
2026-04-19,RM-047,"Fresh Sapsap Fish",181,kg,"Approved Industrial Supplier"
2026-05-01,RM-047,"Fresh Sapsap Fish",186,kg,"Approved Industrial Supplier"
2026-05-13,RM-047,"Fresh Sapsap Fish",181,kg,"Approved Industrial Supplier"
2026-05-25,RM-047,"Fresh Sapsap Fish",180,kg,"Approved Industrial Supplier"
2026-06-06,RM-047,"Fresh Sapsap Fish",170,kg,"Approved Industrial Supplier"
2026-06-18,RM-047,"Fresh Sapsap Fish",174,kg,"Approved Industrial Supplier"
2026-06-30,RM-047,"Fresh Sapsap Fish",171,kg,"Approved Industrial Supplier"
2026-07-12,RM-047,"Fresh Sapsap Fish",180,kg,"Approved Industrial Supplier"
2026-07-24,RM-047,"Fresh Sapsap Fish",160,kg,"Approved Industrial Supplier"
2026-08-05,RM-047,"Fresh Sapsap Fish",177,kg,"Approved Industrial Supplier"
2026-08-17,RM-047,"Fresh Sapsap Fish",168,kg,"Approved Industrial Supplier"
2026-08-29,RM-047,"Fresh Sapsap Fish",173,kg,"Approved Industrial Supplier"
2026-01-01,RM-048,"Cheese Seasoning Powder",62,kg,"Approved Industrial Supplier"
2026-01-14,RM-048,"Cheese Seasoning Powder",61,kg,"Approved Industrial Supplier"
2026-01-27,RM-048,"Cheese Seasoning Powder",57,kg,"Approved Industrial Supplier"
2026-02-09,RM-048,"Cheese Seasoning Powder",62,kg,"Approved Industrial Supplier"
2026-02-22,RM-048,"Cheese Seasoning Powder",62,kg,"Approved Industrial Supplier"
2026-03-07,RM-048,"Cheese Seasoning Powder",59,kg,"Approved Industrial Supplier"
2026-03-20,RM-048,"Cheese Seasoning Powder",56,kg,"Approved Industrial Supplier"
2026-04-02,RM-048,"Cheese Seasoning Powder",56,kg,"Approved Industrial Supplier"
2026-04-15,RM-048,"Cheese Seasoning Powder",58,kg,"Approved Industrial Supplier"
2026-04-28,RM-048,"Cheese Seasoning Powder",65,kg,"Approved Industrial Supplier"
2026-05-11,RM-048,"Cheese Seasoning Powder",56,kg,"Approved Industrial Supplier"
2026-05-24,RM-048,"Cheese Seasoning Powder",57,kg,"Approved Industrial Supplier"
2026-06-06,RM-048,"Cheese Seasoning Powder",56,kg,"Approved Industrial Supplier"
2026-06-19,RM-048,"Cheese Seasoning Powder",59,kg,"Approved Industrial Supplier"
2026-07-02,RM-048,"Cheese Seasoning Powder",63,kg,"Approved Industrial Supplier"
2026-07-15,RM-048,"Cheese Seasoning Powder",59,kg,"Approved Industrial Supplier"
2026-07-28,RM-048,"Cheese Seasoning Powder",66,kg,"Approved Industrial Supplier"
2026-08-10,RM-048,"Cheese Seasoning Powder",61,kg,"Approved Industrial Supplier"
2026-08-23,RM-048,"Cheese Seasoning Powder",61,kg,"Approved Industrial Supplier"
2026-01-01,RM-049,"Coarse Rock Salt",152,kg,"Approved Industrial Supplier"
2026-01-09,RM-049,"Coarse Rock Salt",139,kg,"Approved Industrial Supplier"
2026-01-17,RM-049,"Coarse Rock Salt",151,kg,"Approved Industrial Supplier"
2026-01-25,RM-049,"Coarse Rock Salt",140,kg,"Approved Industrial Supplier"
2026-02-02,RM-049,"Coarse Rock Salt",151,kg,"Approved Industrial Supplier"
2026-02-10,RM-049,"Coarse Rock Salt",157,kg,"Approved Industrial Supplier"
2026-02-18,RM-049,"Coarse Rock Salt",158,kg,"Approved Industrial Supplier"
2026-02-26,RM-049,"Coarse Rock Salt",143,kg,"Approved Industrial Supplier"
2026-03-06,RM-049,"Coarse Rock Salt",146,kg,"Approved Industrial Supplier"
2026-03-14,RM-049,"Coarse Rock Salt",146,kg,"Approved Industrial Supplier"
2026-03-22,RM-049,"Coarse Rock Salt",147,kg,"Approved Industrial Supplier"
2026-03-30,RM-049,"Coarse Rock Salt",156,kg,"Approved Industrial Supplier"
2026-04-07,RM-049,"Coarse Rock Salt",160,kg,"Approved Industrial Supplier"
2026-04-15,RM-049,"Coarse Rock Salt",151,kg,"Approved Industrial Supplier"
2026-04-23,RM-049,"Coarse Rock Salt",160,kg,"Approved Industrial Supplier"
2026-05-01,RM-049,"Coarse Rock Salt",151,kg,"Approved Industrial Supplier"
2026-05-09,RM-049,"Coarse Rock Salt",147,kg,"Approved Industrial Supplier"
2026-05-17,RM-049,"Coarse Rock Salt",140,kg,"Approved Industrial Supplier"
2026-05-25,RM-049,"Coarse Rock Salt",144,kg,"Approved Industrial Supplier"
2026-06-02,RM-049,"Coarse Rock Salt",157,kg,"Approved Industrial Supplier"
2026-06-10,RM-049,"Coarse Rock Salt",163,kg,"Approved Industrial Supplier"
2026-06-18,RM-049,"Coarse Rock Salt",147,kg,"Approved Industrial Supplier"
2026-06-26,RM-049,"Coarse Rock Salt",148,kg,"Approved Industrial Supplier"
2026-07-04,RM-049,"Coarse Rock Salt",163,kg,"Approved Industrial Supplier"
2026-07-12,RM-049,"Coarse Rock Salt",163,kg,"Approved Industrial Supplier"
2026-07-20,RM-049,"Coarse Rock Salt",164,kg,"Approved Industrial Supplier"
2026-07-28,RM-049,"Coarse Rock Salt",144,kg,"Approved Industrial Supplier"
2026-08-05,RM-049,"Coarse Rock Salt",140,kg,"Approved Industrial Supplier"
2026-08-13,RM-049,"Coarse Rock Salt",162,kg,"Approved Industrial Supplier"
2026-08-21,RM-049,"Coarse Rock Salt",153,kg,"Approved Industrial Supplier"
2026-08-29,RM-049,"Coarse Rock Salt",158,kg,"Approved Industrial Supplier"
2026-01-01,RM-050,"Iodized Salt",106,kg,"Approved Industrial Supplier"
2026-01-10,RM-050,"Iodized Salt",100,kg,"Approved Industrial Supplier"
2026-01-19,RM-050,"Iodized Salt",103,kg,"Approved Industrial Supplier"
2026-01-28,RM-050,"Iodized Salt",106,kg,"Approved Industrial Supplier"
2026-02-06,RM-050,"Iodized Salt",106,kg,"Approved Industrial Supplier"
2026-02-15,RM-050,"Iodized Salt",104,kg,"Approved Industrial Supplier"
2026-02-24,RM-050,"Iodized Salt",100,kg,"Approved Industrial Supplier"
2026-03-05,RM-050,"Iodized Salt",95,kg,"Approved Industrial Supplier"
2026-03-14,RM-050,"Iodized Salt",109,kg,"Approved Industrial Supplier"
2026-03-23,RM-050,"Iodized Salt",103,kg,"Approved Industrial Supplier"
2026-04-01,RM-050,"Iodized Salt",101,kg,"Approved Industrial Supplier"
2026-04-10,RM-050,"Iodized Salt",100,kg,"Approved Industrial Supplier"
2026-04-19,RM-050,"Iodized Salt",93,kg,"Approved Industrial Supplier"
2026-04-28,RM-050,"Iodized Salt",104,kg,"Approved Industrial Supplier"
2026-05-07,RM-050,"Iodized Salt",103,kg,"Approved Industrial Supplier"
2026-05-16,RM-050,"Iodized Salt",94,kg,"Approved Industrial Supplier"
2026-05-25,RM-050,"Iodized Salt",95,kg,"Approved Industrial Supplier"
2026-06-03,RM-050,"Iodized Salt",102,kg,"Approved Industrial Supplier"
2026-06-12,RM-050,"Iodized Salt",97,kg,"Approved Industrial Supplier"
2026-06-21,RM-050,"Iodized Salt",110,kg,"Approved Industrial Supplier"
2026-06-30,RM-050,"Iodized Salt",107,kg,"Approved Industrial Supplier"
2026-07-09,RM-050,"Iodized Salt",102,kg,"Approved Industrial Supplier"
2026-07-18,RM-050,"Iodized Salt",100,kg,"Approved Industrial Supplier"
2026-07-27,RM-050,"Iodized Salt",97,kg,"Approved Industrial Supplier"
2026-08-05,RM-050,"Iodized Salt",104,kg,"Approved Industrial Supplier"
2026-08-14,RM-050,"Iodized Salt",101,kg,"Approved Industrial Supplier"
2026-08-23,RM-050,"Iodized Salt",93,kg,"Approved Industrial Supplier"
2026-09-01,RM-050,"Iodized Salt",99,kg,"Approved Industrial Supplier"
2026-01-01,RM-051,"Dried Bay Leaves (Laurel)",26,kg,"Approved Industrial Supplier"
2026-01-11,RM-051,"Dried Bay Leaves (Laurel)",24,kg,"Approved Industrial Supplier"
2026-01-21,RM-051,"Dried Bay Leaves (Laurel)",27,kg,"Approved Industrial Supplier"
2026-01-31,RM-051,"Dried Bay Leaves (Laurel)",25,kg,"Approved Industrial Supplier"
2026-02-10,RM-051,"Dried Bay Leaves (Laurel)",26,kg,"Approved Industrial Supplier"
2026-02-20,RM-051,"Dried Bay Leaves (Laurel)",27,kg,"Approved Industrial Supplier"
2026-03-02,RM-051,"Dried Bay Leaves (Laurel)",27,kg,"Approved Industrial Supplier"
2026-03-12,RM-051,"Dried Bay Leaves (Laurel)",23,kg,"Approved Industrial Supplier"
2026-03-22,RM-051,"Dried Bay Leaves (Laurel)",25,kg,"Approved Industrial Supplier"
2026-04-01,RM-051,"Dried Bay Leaves (Laurel)",24,kg,"Approved Industrial Supplier"
2026-04-11,RM-051,"Dried Bay Leaves (Laurel)",25,kg,"Approved Industrial Supplier"
2026-04-21,RM-051,"Dried Bay Leaves (Laurel)",27,kg,"Approved Industrial Supplier"
2026-05-01,RM-051,"Dried Bay Leaves (Laurel)",26,kg,"Approved Industrial Supplier"
2026-05-11,RM-051,"Dried Bay Leaves (Laurel)",26,kg,"Approved Industrial Supplier"
2026-05-21,RM-051,"Dried Bay Leaves (Laurel)",27,kg,"Approved Industrial Supplier"
2026-05-31,RM-051,"Dried Bay Leaves (Laurel)",27,kg,"Approved Industrial Supplier"
2026-06-10,RM-051,"Dried Bay Leaves (Laurel)",26,kg,"Approved Industrial Supplier"
2026-06-20,RM-051,"Dried Bay Leaves (Laurel)",24,kg,"Approved Industrial Supplier"
2026-06-30,RM-051,"Dried Bay Leaves (Laurel)",26,kg,"Approved Industrial Supplier"
2026-07-10,RM-051,"Dried Bay Leaves (Laurel)",24,kg,"Approved Industrial Supplier"
2026-07-20,RM-051,"Dried Bay Leaves (Laurel)",26,kg,"Approved Industrial Supplier"
2026-07-30,RM-051,"Dried Bay Leaves (Laurel)",27,kg,"Approved Industrial Supplier"
2026-08-09,RM-051,"Dried Bay Leaves (Laurel)",24,kg,"Approved Industrial Supplier"
2026-08-19,RM-051,"Dried Bay Leaves (Laurel)",24,kg,"Approved Industrial Supplier"
2026-08-29,RM-051,"Dried Bay Leaves (Laurel)",23,kg,"Approved Industrial Supplier"
2026-01-01,RM-052,"Dried Red Chili Flakes",41,kg,"Approved Industrial Supplier"
2026-01-12,RM-052,"Dried Red Chili Flakes",39,kg,"Approved Industrial Supplier"
2026-01-23,RM-052,"Dried Red Chili Flakes",39,kg,"Approved Industrial Supplier"
2026-02-03,RM-052,"Dried Red Chili Flakes",39,kg,"Approved Industrial Supplier"
2026-02-14,RM-052,"Dried Red Chili Flakes",37,kg,"Approved Industrial Supplier"
2026-02-25,RM-052,"Dried Red Chili Flakes",41,kg,"Approved Industrial Supplier"
2026-03-08,RM-052,"Dried Red Chili Flakes",42,kg,"Approved Industrial Supplier"
