usage_date,item_code,material_name,consumed_quantity,unit,activity_type,finished_product_name,recorded_by,notes
2026-06-17,RM-048,"Cheese Seasoning Powder",9.98,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1336)"
2026-06-18,RM-048,"Cheese Seasoning Powder",10.77,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1338)"
2026-06-19,RM-048,"Cheese Seasoning Powder",11.41,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1340)"
2026-06-20,RM-048,"Cheese Seasoning Powder",16.08,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1342)"
2026-06-21,RM-048,"Cheese Seasoning Powder",12.55,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1344)"
2026-06-22,RM-048,"Cheese Seasoning Powder",10.82,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1346)"
2026-06-23,RM-048,"Cheese Seasoning Powder",10.17,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1348)"
2026-06-24,RM-048,"Cheese Seasoning Powder",9.47,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1350)"
2026-06-25,RM-048,"Cheese Seasoning Powder",11.95,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1352)"
2026-06-26,RM-048,"Cheese Seasoning Powder",10.4,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1354)"
2026-06-27,RM-048,"Cheese Seasoning Powder",15.58,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1356)"
2026-06-28,RM-048,"Cheese Seasoning Powder",13.87,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1358)"
2026-06-29,RM-048,"Cheese Seasoning Powder",9.84,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1360)"
2026-06-30,RM-048,"Cheese Seasoning Powder",10.29,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1362)"
2026-07-01,RM-048,"Cheese Seasoning Powder",9.38,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1364)"
2026-07-02,RM-048,"Cheese Seasoning Powder",9.68,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1366)"
2026-07-03,RM-048,"Cheese Seasoning Powder",9.9,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1368)"
2026-07-04,RM-048,"Cheese Seasoning Powder",14.62,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1370)"
2026-07-05,RM-048,"Cheese Seasoning Powder",10.8,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1372)"
2026-07-06,RM-048,"Cheese Seasoning Powder",9.55,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1374)"
2026-07-07,RM-048,"Cheese Seasoning Powder",9.53,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1376)"
2026-07-08,RM-048,"Cheese Seasoning Powder",8.37,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1378)"
2026-07-09,RM-048,"Cheese Seasoning Powder",10.58,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1380)"
2026-07-10,RM-048,"Cheese Seasoning Powder",9.87,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1382)"
2026-07-11,RM-048,"Cheese Seasoning Powder",14.04,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1384)"
2026-07-12,RM-048,"Cheese Seasoning Powder",12.04,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1386)"
2026-07-13,RM-048,"Cheese Seasoning Powder",9.25,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1388)"
2026-07-14,RM-048,"Cheese Seasoning Powder",8.84,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1390)"
2026-07-15,RM-048,"Cheese Seasoning Powder",9.5,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1392)"
2026-07-16,RM-048,"Cheese Seasoning Powder",9.94,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1394)"
2026-07-17,RM-048,"Cheese Seasoning Powder",9.44,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1396)"
2026-07-18,RM-048,"Cheese Seasoning Powder",15.32,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1398)"
2026-07-19,RM-048,"Cheese Seasoning Powder",11.34,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1400)"
2026-07-20,RM-048,"Cheese Seasoning Powder",9.21,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1402)"
2026-07-21,RM-048,"Cheese Seasoning Powder",9.75,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1404)"
2026-07-22,RM-048,"Cheese Seasoning Powder",8.51,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1406)"
2026-07-23,RM-048,"Cheese Seasoning Powder",10.16,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1408)"
2026-07-24,RM-048,"Cheese Seasoning Powder",10.31,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1410)"
2026-07-25,RM-048,"Cheese Seasoning Powder",13.6,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1412)"
2026-07-26,RM-048,"Cheese Seasoning Powder",11.91,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1414)"
2026-07-27,RM-048,"Cheese Seasoning Powder",9.68,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1416)"
2026-07-28,RM-048,"Cheese Seasoning Powder",8.64,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1418)"
2026-07-29,RM-048,"Cheese Seasoning Powder",9.33,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1420)"
2026-07-30,RM-048,"Cheese Seasoning Powder",10.31,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1422)"
2026-07-31,RM-048,"Cheese Seasoning Powder",9.16,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1424)"
2026-08-01,RM-048,"Cheese Seasoning Powder",15.79,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1426)"
2026-08-02,RM-048,"Cheese Seasoning Powder",12.36,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1428)"
2026-08-03,RM-048,"Cheese Seasoning Powder",9.59,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1430)"
2026-08-04,RM-048,"Cheese Seasoning Powder",10.4,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1432)"
2026-08-05,RM-048,"Cheese Seasoning Powder",9.55,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1434)"
2026-08-06,RM-048,"Cheese Seasoning Powder",10.44,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1436)"
2026-08-07,RM-048,"Cheese Seasoning Powder",11.23,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1438)"
2026-08-08,RM-048,"Cheese Seasoning Powder",15.42,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1440)"
2026-08-09,RM-048,"Cheese Seasoning Powder",11.77,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1442)"
2026-08-10,RM-048,"Cheese Seasoning Powder",10.65,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1444)"
2026-08-11,RM-048,"Cheese Seasoning Powder",9.38,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1446)"
2026-08-12,RM-048,"Cheese Seasoning Powder",9.63,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1448)"
2026-08-13,RM-048,"Cheese Seasoning Powder",11.35,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1450)"
2026-08-14,RM-048,"Cheese Seasoning Powder",9.91,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1452)"
2026-08-15,RM-048,"Cheese Seasoning Powder",15.73,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1454)"
2026-08-16,RM-048,"Cheese Seasoning Powder",13.25,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1456)"
2026-08-17,RM-048,"Cheese Seasoning Powder",9.56,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1458)"
2026-08-18,RM-048,"Cheese Seasoning Powder",10.03,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1460)"
2026-08-19,RM-048,"Cheese Seasoning Powder",10.05,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1462)"
2026-08-20,RM-048,"Cheese Seasoning Powder",10.19,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1464)"
2026-08-21,RM-048,"Cheese Seasoning Powder",11.02,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1466)"
2026-08-22,RM-048,"Cheese Seasoning Powder",15.59,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1468)"
2026-08-23,RM-048,"Cheese Seasoning Powder",11.66,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1470)"
2026-08-24,RM-048,"Cheese Seasoning Powder",10.61,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1472)"
2026-08-25,RM-048,"Cheese Seasoning Powder",9.72,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1474)"
2026-08-26,RM-048,"Cheese Seasoning Powder",9.3,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1476)"
2026-08-27,RM-048,"Cheese Seasoning Powder",11.34,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1478)"
2026-08-28,RM-048,"Cheese Seasoning Powder",10.34,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1480)"
2026-08-29,RM-048,"Cheese Seasoning Powder",14.69,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1482)"
2026-08-30,RM-048,"Cheese Seasoning Powder",13.06,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1484)"
2026-08-31,RM-048,"Cheese Seasoning Powder",9.83,kg,Production Issue,"Cheesy Cassava Chips","Admin","Batch production of Cheesy Cassava Chips (#1486)"
2026-09-01,RM-048,"Cheese Seasoning Powder",10.01,kg,Production Issue,"Cheesy Cassava Chips","Elena Rostova (Lead Baker)","Batch production of Cheesy Cassava Chips (#1488)"
2026-09-02,RM-048,"Cheese Seasoning Powder",10.91,kg,Production Issue,"Cheesy Cassava Chips","Marcus Vance (Shift Mgr)","Batch production of Cheesy Cassava Chips (#1490)"
2026-01-01,RM-049,"Coarse Rock Salt",35.92,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1003)"
2026-01-02,RM-049,"Coarse Rock Salt",40.76,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1005)"
2026-01-03,RM-049,"Coarse Rock Salt",51.11,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1007)"
2026-01-04,RM-049,"Coarse Rock Salt",48.61,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1009)"
2026-01-05,RM-049,"Coarse Rock Salt",35.87,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1011)"
2026-01-06,RM-049,"Coarse Rock Salt",31.4,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1013)"
2026-01-07,RM-049,"Coarse Rock Salt",40.95,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1015)"
2026-01-08,RM-049,"Coarse Rock Salt",31.69,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1017)"
2026-01-09,RM-049,"Coarse Rock Salt",42.96,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1019)"
2026-01-10,RM-049,"Coarse Rock Salt",53.11,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1021)"
2026-01-11,RM-049,"Coarse Rock Salt",42.2,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1023)"
2026-01-12,RM-049,"Coarse Rock Salt",38.44,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1025)"
2026-01-13,RM-049,"Coarse Rock Salt",32.35,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1027)"
2026-01-14,RM-049,"Coarse Rock Salt",37.11,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1029)"
2026-01-15,RM-049,"Coarse Rock Salt",35.15,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1031)"
2026-01-16,RM-049,"Coarse Rock Salt",42.82,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1033)"
2026-01-17,RM-049,"Coarse Rock Salt",47.75,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1035)"
2026-01-18,RM-049,"Coarse Rock Salt",47.23,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1037)"
2026-01-19,RM-049,"Coarse Rock Salt",37.1,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1039)"
2026-01-20,RM-049,"Coarse Rock Salt",29.92,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1041)"
2026-01-21,RM-049,"Coarse Rock Salt",41.38,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1043)"
2026-01-22,RM-049,"Coarse Rock Salt",32.59,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1045)"
2026-01-23,RM-049,"Coarse Rock Salt",41.36,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1047)"
2026-01-24,RM-049,"Coarse Rock Salt",55.41,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1049)"
2026-01-25,RM-049,"Coarse Rock Salt",42.15,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1051)"
2026-01-26,RM-049,"Coarse Rock Salt",36.91,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1053)"
2026-01-27,RM-049,"Coarse Rock Salt",33.42,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1055)"
2026-01-28,RM-049,"Coarse Rock Salt",37.51,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1057)"
2026-01-29,RM-049,"Coarse Rock Salt",33.53,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1059)"
2026-01-30,RM-049,"Coarse Rock Salt",44.7,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1061)"
2026-01-31,RM-049,"Coarse Rock Salt",48.66,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1063)"
2026-02-01,RM-049,"Coarse Rock Salt",57.79,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1065)"
2026-02-02,RM-049,"Coarse Rock Salt",47.16,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1067)"
2026-02-03,RM-049,"Coarse Rock Salt",35.9,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1069)"
2026-02-04,RM-049,"Coarse Rock Salt",49.82,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1071)"
2026-02-05,RM-049,"Coarse Rock Salt",41.65,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1073)"
2026-02-06,RM-049,"Coarse Rock Salt",49.56,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1075)"
2026-02-07,RM-049,"Coarse Rock Salt",64.92,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1077)"
2026-02-08,RM-049,"Coarse Rock Salt",55.98,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1079)"
2026-02-09,RM-049,"Coarse Rock Salt",43.65,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1081)"
2026-02-10,RM-049,"Coarse Rock Salt",40.96,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1083)"
2026-02-11,RM-049,"Coarse Rock Salt",47.67,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1085)"
2026-02-12,RM-049,"Coarse Rock Salt",39.03,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1087)"
2026-02-13,RM-049,"Coarse Rock Salt",55.76,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1089)"
2026-02-14,RM-049,"Coarse Rock Salt",59.16,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1091)"
2026-02-15,RM-049,"Coarse Rock Salt",53.76,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1093)"
2026-02-16,RM-049,"Coarse Rock Salt",48.07,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1095)"
2026-02-17,RM-049,"Coarse Rock Salt",36.57,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1097)"
2026-02-18,RM-049,"Coarse Rock Salt",48.07,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1099)"
2026-02-19,RM-049,"Coarse Rock Salt",42.92,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1101)"
2026-02-20,RM-049,"Coarse Rock Salt",50.05,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1103)"
2026-02-21,RM-049,"Coarse Rock Salt",64.12,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1105)"
2026-02-22,RM-049,"Coarse Rock Salt",57.03,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1107)"
2026-02-23,RM-049,"Coarse Rock Salt",43.18,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1109)"
2026-02-24,RM-049,"Coarse Rock Salt",39.64,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1111)"
2026-02-25,RM-049,"Coarse Rock Salt",49.72,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1113)"
2026-02-26,RM-049,"Coarse Rock Salt",37.9,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1115)"
2026-02-27,RM-049,"Coarse Rock Salt",55.06,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1117)"
2026-02-28,RM-049,"Coarse Rock Salt",63.22,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1119)"
2026-03-01,RM-049,"Coarse Rock Salt",49.39,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1121)"
2026-03-02,RM-049,"Coarse Rock Salt",43.85,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1123)"
2026-03-03,RM-049,"Coarse Rock Salt",35.25,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1125)"
2026-03-04,RM-049,"Coarse Rock Salt",42.77,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1127)"
2026-03-05,RM-049,"Coarse Rock Salt",39.51,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1129)"
2026-03-06,RM-049,"Coarse Rock Salt",47.88,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1131)"
2026-03-07,RM-049,"Coarse Rock Salt",54.61,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1133)"
2026-03-08,RM-049,"Coarse Rock Salt",55.27,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1135)"
2026-03-09,RM-049,"Coarse Rock Salt",40.49,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1137)"
2026-03-10,RM-049,"Coarse Rock Salt",34.7,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1139)"
2026-03-11,RM-049,"Coarse Rock Salt",46.98,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1141)"
2026-03-12,RM-049,"Coarse Rock Salt",35.14,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1143)"
2026-03-13,RM-049,"Coarse Rock Salt",48.96,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1145)"
2026-03-14,RM-049,"Coarse Rock Salt",58.16,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1147)"
2026-03-15,RM-049,"Coarse Rock Salt",48.19,kg,Production Issue,"Binayong Hipon","Marcus Vance (Shift Mgr)","Batch production of Binayong Hipon (#1149)"
2026-03-16,RM-049,"Coarse Rock Salt",42.41,kg,Production Issue,"Dried Kabasi","Admin","Batch production of Dried Kabasi (#1151)"
2026-03-17,RM-049,"Coarse Rock Salt",36.95,kg,Production Issue,"Dried Sapsap","Elena Rostova (Lead Baker)","Batch production of Dried Sapsap (#1153)"
2026-03-18,RM-049,"Coarse Rock Salt",42.32,kg,Production Issue,"Spicy Dried Fish Snack","Marcus Vance (Shift Mgr)","Batch production of Spicy Dried Fish Snack (#1155)"
2026-03-19,RM-049,"Coarse Rock Salt",38.26,kg,Production Issue,"Crispy Bite Chicharon","Admin","Batch production of Crispy Bite Chicharon (#1157)"
2026-03-20,RM-049,"Coarse Rock Salt",50.26,kg,Production Issue,"Salted Banana Chips","Elena Rostova (Lead Baker)","Batch production of Salted Banana Chips (#1159)"
2026-03-21,RM-049,"Coarse Rock Salt",54.45,kg,Production Issue,"Chiton Seafood Chicharon","Marcus Vance (Shift Mgr)","Batch production of Chiton Seafood Chicharon (#1161)"
2026-03-22,RM-049,"Coarse Rock Salt",53.11,kg,Production Issue,"Chicharon (Chiton)","Admin","Batch production of Chicharon (Chiton) (#1163)"
2026-03-23,RM-049,"Coarse Rock Salt",42,kg,Production Issue,"Crispy Bite Ficharon","Elena Rostova (Lead Baker)","Batch production of Crispy Bite Ficharon (#1165)"
